QIS No.,QIS Name,QIS Name - New,Site Type2,Area,City,Circle,Region,Lat,Long
WMQISXM1V1-00836,Yeswanthpur_MoEving_4 QIS,"BLR_MVNG_4th MainRD,Yeswanthpur",MoEVing,Yeswanthpura,Bengaluru,Karnataka,South,13.02973585,77.53435849
WMQISXM1V1-00842,Yeswanthpur_MoEving_4 QIS,"BLR_MVNG_4th MainRD,Yeswanthpur",MoEVing,Yeswanthpura,Bengaluru,Karnataka,South,13.02973585,77.53435849
WMQISXM1V1-00843,Yeswanthpur_MoEving_4 QIS,"BLR_MVNG_4th MainRD,Yeswanthpur",MoEVing,Yeswanthpura,Bengaluru,Karnataka,South,13.02973585,77.53435849
WMQISXM1V1-00849,Yeswanthpur_MoEving_4 QIS,"BLR_MVNG_4th MainRD,Yeswanthpur",MoEVing,Yeswanthpura,Bengaluru,Karnataka,South,13.02973585,77.53435849
WMQISXM1V1-00846,RR Nagar PVT_ 8 QIS,"BLR_PVT_Hub_Hammigepura,Pattanagere Village",Hub-Private,RR Nagar,Bengaluru,Karnataka,South,12.924152,77.502879
WMQISXM1V1-00848,RR Nagar PVT_ 8 QIS,"BLR_PVT_Hub_Hammigepura,Pattanagere Village",Hub-Private,RR Nagar,Bengaluru,Karnataka,South,12.924152,77.502879
WMQISXM1V1-01107,Sunil Yadav 2,"GGN_FRN_Basai Enclave,Sector37C",Franchise,Basai Enclave II ,Gurugram,Haryana,North,28.452711,76.994072
WMQISXM1V1-01087,Sunil Yadav 3,"GGN_FRN_Basai Enclave,Sector37C",Franchise,Basai Enclave II ,Gurugram,Haryana,North,28.452711,76.994072
WMQISXM1V1-01113,Sunil Yadav 3,"GGN_FRN_Basai Enclave,Sector37C",Franchise,Basai Enclave II ,Gurugram,Haryana,North,28.452711,76.994072
WMQISXM1V1-01057,TRS Commercials-Faridabad 2,"FDB_FRN_Baselwa Colony,GaliNo1",Franchise,"By pass road,",Faridabad,Haryana,North,28.428372,77.326958
WMQISXM1V1-01095,Jaipur Junction 1,"JPR_IRS_Jaipur Junction,Parking",Indian Railways,Jaipur Junction,Jaipur,Rajasthan,North,26.9198406,75.7893372
WMQISXM1V1-01096,Jaipur Junction 2,"JPR_IRS_Jaipur Junction,Parking",Indian Railways,Jaipur Junction,Jaipur,Rajasthan,North,26.9198406,75.7893372
WMQISXM1V1-01097,Jaipur Junction 3,"JPR_IRS_Jaipur Junction,Parking",Indian Railways,Jaipur Junction,Jaipur,Rajasthan,North,26.9198406,75.7893372
WMQISXM1V1-01098,Jaipur Junction 4,"JPR_IRS_Jaipur Junction,Parking",Indian Railways,Jaipur Junction,Jaipur,Rajasthan,North,26.9198406,75.7893372
WMQISXM1V1-01075,Moeving Hub 1,GGN_MVNG_Sector 33,Moeving,Sectorr 33,Gurugram,Haryana,North,28.43904,77.01405
WMQISXM1V1-01093,Moeving Hub 2,GGN_MVNG_Sector 33,Moeving,Sectorr 33,Gurugram,Haryana,North,28.43904,77.01405
WMQISXM1V1-00574,Moeving Hub 3,GGN_MVNG_Sector 33,Moeving,Sectorr 33,Gurugram,Haryana,North,28.43904,77.01405
WMQISXM1V1-00575,Moeving Hub 4,GGN_MVNG_Sector 33,Moeving,Sectorr 33,Gurugram,Haryana,North,28.43904,77.01405
WMQISXM1V1-00858,RR Nagar PVT_ 8 QIS,"BLR_PVT_Hub_Hammigepura,Pattanagere Village",Hub-Private,RR Nagar,Bengaluru,Karnataka,South,12.924152,77.502879
WMQISXM1V1-00863,RR Nagar PVT_ 8 QIS,"BLR_PVT_Hub_Hammigepura,Pattanagere Village",Hub-Private,RR Nagar,Bengaluru,Karnataka,South,12.924152,77.502879
WMQISXM1V1-00864,RR Nagar PVT_ 8 QIS,"BLR_PVT_Hub_Hammigepura,Pattanagere Village",Hub-Private,RR Nagar,Bengaluru,Karnataka,South,12.924152,77.502879
WMQISXM1V1-00866,RR Nagar PVT_ 8 QIS,"BLR_PVT_Hub_Hammigepura,Pattanagere Village",Hub-Private,RR Nagar,Bengaluru,Karnataka,South,12.924152,77.502879
WMQISXM1V1-00867,RR Nagar PVT_ 8 QIS,"BLR_PVT_Hub_Hammigepura,Pattanagere Village",Hub-Private,RR Nagar,Bengaluru,Karnataka,South,12.924152,77.502879
WMQISXM1V1-00844,Madhavaram_MoEving_2 QIS,CHN_MVNG_Madhavaram,MoEVing,madhavaram,Chennai,TamilNadu,South,13.139046,80.228239
WMQISXM1V1-00854,Madhavaram_MoEving_2 QIS,CHN_MVNG_Madhavaram,MoEVing,madhavaram,Chennai,TamilNadu,South,13.139046,80.228239
WMQISXM1V1-00841,Porur_MoEving_2 QIS,"CHN_MVNG_Metro Nagar,Porur",MoEVing,Porur,Chennai,TamilNadu,South,13.043659,80.164598
WMQISXM1V1-00847,Porur_MoEving_2 QIS,"CHN_MVNG_Metro Nagar,Porur",MoEVing,Porur,Chennai,TamilNadu,South,13.043659,80.164598
WMQISXM1V1-00875,Powerpod- Thannisandra-6,"BLR_PPD_P&T layout,Thannisandra",Power pod,Thannisandra,Bengaluru,Karnataka,South,13.06079539,77.6288544
WMQISXM1V1-00876,Powerpod- Thannisandra-7,"BLR_PPD_P&T layout,Thannisandra",Power pod,Thannisandra,Bengaluru,Karnataka,South,13.06079539,77.6288544
WMQISXM1V1-00845,Powerpod- Yeswantpur-3,"BLR_PPD_Industrial Suburb, Yeswanthpur",Power pod,Yeswanthpura,Bengaluru,Karnataka,South,13.02349547,77.54125245
WMQISXM1V1-00877,Powerpod- Yeswantpur-4,"BLR_PPD_Industrial Suburb, Yeswanthpur",Power pod,Yeswanthpura,Bengaluru,Karnataka,South,13.02349547,77.54125245
WMQISXM1V1-00140,Powerpod- Yeswantpur-5,"BLR_PPD_Industrial Suburb, Yeswanthpur",Power pod,Yeswanthpura,Bengaluru,Karnataka,South,13.02349547,77.54125245
WMQISXM1V1-00829,CHINTALKUNTA_LBNAGAR – 3 QIS,"HYD_PVT_Hub_Chintalkunta,LB Nagar",Hub-Private,LB Nagar,Hyderabad,Telangana,South,17.344839,78.563248
WMQISXM1V1-00833,CHINTALKUNTA_LBNAGAR – 3 QIS,"HYD_PVT_Hub_Chintalkunta,LB Nagar",Hub-Private,LB Nagar,Hyderabad,Telangana,South,17.344839,78.563248
WMQISXM1V1-00852,CHINTALKUNTA_LBNAGAR – 3 QIS,"HYD_PVT_Hub_Chintalkunta,LB Nagar",Hub-Private,LB Nagar,Hyderabad,Telangana,South,17.344839,78.563248
WMQISXM1V1-00850,Black Diamond_Khar Road 1,"MUM_PVT_Hub_Black Diamod,Dandapada",Private,Dandapada,Mumbai,Maharastra,West,19.074652,72.826099
WMQISXM1V1-00857,Black Diamond_Khar Road 2,"MUM_PVT_Hub_Black Diamod,Dandapada",Private,Dandapada,Mumbai,Maharastra,West,19.074652,72.826099
WMQISXM1V1-00856,Black Diamond_Khar Road 3,"MUM_PVT_Hub_Black Diamod,Dandapada",Private,Dandapada,Mumbai,Maharastra,West,19.074652,72.826099
WMQISXM1V1-00812,Annanur,CHE_IRS_Annanur,Indian Railways,Annanur,Chennai,TamilNadu,South,13.11643423,80.12736725
WMQISXM1V1-00816,Annanur,CHE_IRS_Annanur,Indian Railways,Annanur,Chennai,TamilNadu,South,13.11643423,80.12736725
WMQISXM1V1-01084,Jumpstart Autoelectric 2,CDG_RFP_Makhan Majra,DCO,Mauli Jagran,Chandigarh,Punjab,North,30.689542,76.81599
WMQISXM1V1-00530,Nawada Metro Station 3,DEL_STQ_Nawada-Metro-Station,STATIQ,Uttem Nagar,Delhi,Delhi,North,28.619889,77.045363
WMQISXM1V1-00480,Tata Power (Mangolpuri) 3,"DEL_TPO_Mangolpuri,RIICO Phase1",Tata Power,Industrial Area,Delhi,Delhi,North,28.687259,77.082775
WMQISXM1V1-01100,Kishanpole bazar 1,JPR_PVT_Kishanpole Bazar,Private,Kishanpole bazar,Jaipur,Rajasthan,North,26.92094,75.81887
WMQISXM1V1-01099,Kishanpole bazar 2,JPR_PVT_Kishanpole Bazar,Private,Kishanpole bazar,Jaipur,Rajasthan,North,26.92094,75.81887
WMQISXM1V1-01085,Rajendar Palace 1,"DEL_BYPL_Rajendra Palace,MCDParking",BYPL,Rajendar Palace ,Delhi,Delhi,North,28.643251,77.176294
WMQISXM1V1-01086,Rajendar Palace 2,"DEL_BYPL_Rajendra Palace,MCDParking",BYPL,Rajendar Palace ,Delhi,Delhi,North,28.643251,77.176294
WMQISXM1V1-01091,Rajendar Palace 3,"DEL_BYPL_Rajendra Palace,MCDParking",BYPL,Rajendar Palace ,Delhi,Delhi,North,28.643251,77.176294
WMQISXM1V1-01160,Benz Circle 1,"VJD_PVT_Hub_Muppiri Vaari,RavindraColony",Hub-Private,Benz circle,Vijayawada,Andhrapradesh,South,16.521694,80.679235
WMQISXM1V1-01161,Benz Circle 2,"VJD_PVT_Hub_Muppiri Vaari,RavindraColony",Hub-Private,Benz circle,Vijayawada,Andhrapradesh,South,16.521694,80.679235
WMQISXM1V1-01143,Kengeri - K3 Kaggalipura,"BLR_BESM_K3BESCOM Offce,Kaggalipura",BESCOM,Kaggalipura,Bengaluru,Karnataka,South,12.799945,77.508927
WMQISXM1V1-01150,Kengeri - K3 Kaggalipura,"BLR_BESM_K3BESCOM Offce,Kaggalipura",BESCOM,Kaggalipura,Bengaluru,Karnataka,South,12.799945,77.508927
WMQISXM1V1-01149,Indiranagar HAL - BESCOM - E6,"BLR_BESM_E6BESCOM Offce,Indiranagar",BESCOM,HAL,Bengaluru,Karnataka,South,12.96496392,77.64419333
WMQISXM1V1-00878,Yelankha Private Hub,"BLR_PVT_Hub_ Sector A,Yelankha",Hub-Private,Yelankha,Bengaluru,Karnataka,South,13.09281682,77.587102
WMQISXM1V1-00886,Yelankha Private Hub,"BLR_PVT_Hub_ Sector A,Yelankha",Hub-Private,Yelankha,Bengaluru,Karnataka,South,13.09281682,77.587102
WMQISXM1V1-00887,Yelankha Private Hub,"BLR_PVT_Hub_ Sector A,Yelankha",Hub-Private,Yelankha,Bengaluru,Karnataka,South,13.09281682,77.587102
WMQISXM1V1-00888,Yelankha Private Hub,"BLR_PVT_Hub_ Sector A,Yelankha",Hub-Private,Yelankha,Bengaluru,Karnataka,South,13.09281682,77.587102
WMQISXM1V1-00889,Yelankha Private Hub,"BLR_PVT_Hub_ Sector A,Yelankha",Hub-Private,Yelankha,Bengaluru,Karnataka,South,13.09281682,77.587102
WMQISXM1V1-01141,Yelankha Private Hub,"BLR_PVT_Hub_ Sector A,Yelankha",Hub-Private,Yelankha,Bengaluru,Karnataka,South,13.09281682,77.587102
WMQISXM1V1-01142,Yelankha Private Hub,"BLR_PVT_Hub_ Sector A,Yelankha",Hub-Private,Yelankha,Bengaluru,Karnataka,South,13.09281682,77.587102
WMQISXM1V1-01162,Benz Circle 3,"VJD_PVT_Hub_Muppiri Vaari,RavindraColony",Hub-Private,Benz circle,Vijayawada,Andhrapradesh,South,16.521694,80.679235
WMQISXM1V1-01144,Yelankha Private Hub,"BLR_PVT_Hub_ Sector A,Yelankha",Hub-Private,Yelankha,Bengaluru,Karnataka,South,13.09281682,77.587102
WMQISXM1V1-01128,Mansarover 1,JPR_PVT_HUB_Mansarover,Hub-Private,"SFS Agarwal Farm,Mansarover",Jaipur,Rajasthan,North,26.8411813,75.7692504
WMQISXM1V1-01129,Mansarover 2,JPR_PVT_HUB_Mansarover,Hub-Private,"SFS Agarwal Farm,Mansarover",Jaipur,Rajasthan,North,26.8411813,75.7692504
WMQISXM1V1-01130,Mansarover 3,JPR_PVT_HUB_Mansarover,Hub-Private,"SFS Agarwal Farm,Mansarover",Jaipur,Rajasthan,North,26.8411813,75.7692504
WMQISXM1V1-01131,Mansarover 4,JPR_PVT_HUB_Mansarover,Hub-Private,"SFS Agarwal Farm,Mansarover",Jaipur,Rajasthan,North,26.8411813,75.7692504
WMQISXM1V1-00872,Lokmanya Tilak Terminus 1,MUM_IRS_LTT Parking,Indian Railways,LTT Railway Station,Mumbai,Maharashtra,West,19.068388,72.891184
WMQISXM1V1-00873,Lokmanya Tilak Terminus 2,MUM_IRS_LTT Parking,Indian Railways,LTT Railway Station,Mumbai,Maharashtra,West,19.068344,72.891277
WMQISXM1V1-00869,Lokmanya Tilak Terminus 3,MUM_IRS_LTT Parking,Indian Railways,LTT Railway Station,Mumbai,Maharashtra,West,19.068344,72.891277
WMQISXM1V1-00870,Lokmanya Tilak Terminus 4,MUM_IRS_LTT Parking,Indian Railways,LTT Railway Station,Mumbai,Maharashtra,West,19.068344,72.891277
WMQISXM1V1-01133,Shahadara 2,"DEL_BYP_GT Rd,Shahdara",BYPL,GT road Shahdara,Delhi,Delhi,North,28.6760901,77.309675
WMQISXM1V1-01156,"Nallagandla, Hyderabad-4 QIS","HYD_PVT_Hub_Huda,Layout Nallagandla",Hub-Private,Nallagandla,Hyderabad,Telangana,South,17.476984,78.30483
WMQISXM1V1-01157,"Nallagandla, Hyderabad-4 QIS","HYD_PVT_Hub_Huda,Layout Nallagandla",Hub-Private,Nallagandla,Hyderabad,Telangana,South,17.476984,78.30483
WMQISXM1V1-01158,"Nallagandla, Hyderabad-4 QIS","HYD_PVT_Hub_Huda,Layout Nallagandla",Hub-Private,Nallagandla,Hyderabad,Telangana,South,17.476984,78.30483
WMQISXM1V1-01163,"Nallagandla, Hyderabad-4 QIS","HYD_PVT_Hub_Huda,Layout Nallagandla",Hub-Private,Nallagandla,Hyderabad,Telangana,South,17.476984,78.30483
WMQISXM1V1-01146,Powerpod- Bellandur-6,BLR_PPD_Bellandur_Railway_Station_Rd_Panathur,Power pod,Panathur,Bengaluru,Karnataka,South,12.94017477,77.70561583
WMQISXM1V1-01151,Powerpod- Bellandur-7,BLR_PPD_Bellandur_Railway_Station_Rd_Panathur,Power pod,Panathur,Bengaluru,Karnataka,South,12.94017477,77.70561583
WMQISXM1V1-01169,Powerpod- Bellandur-8,BLR_PPD_Bellandur_Railway_Station_Rd_Panathur,Power pod,Panathur,Bengaluru,Karnataka,South,12.94017477,77.70561583
WMQISXM1V1-01112,CAPTAIN SUBHAM METRO 3,,Hub-Private,Mauza Basai,Agra,UP,North,27.157972,78.051505
WMQISXM1V1-01174,Moeving -Pimple Gurav,PUN_MVNG_Pimple Gurav,Moeving,Pimple Gurav,Pune,Maharashtra,West,18.586943,73.823374
WMQISXM1V1-01175,Moeving -Pimple Gurav,PUN_MVNG_Pimple Gurav,Moeving,Pimple Gurav,Pune,Maharashtra,West,18.586943,73.823374
WMQISXM1V1-01176,Moeving -Pimple Gurav,PUN_MVNG_Pimple Gurav,Moeving,Pimple Gurav,Pune,Maharashtra,West,18.586943,73.823374
WMQISXM1V1-01171,Moeving - Mundwa,"PUN_MVNG_Magarpatta RD,Mundhwa",Moeving,Mundhwa,Pune,Maharashtra,West,18.531184,73.929815
WMQISXM1V1-01172,Moeving - Mundwa,"PUN_MVNG_Magarpatta RD,Mundhwa",Moeving,Mundhwa,Pune,Maharashtra,West,18.531184,73.929815
WMQISXM1V1-01173,Moeving - Mundwa,"PUN_MVNG_Magarpatta RD,Mundhwa",Moeving,Mundhwa,Pune,Maharashtra,West,18.531184,73.929815
WMQISXM1V1-01177,Sukhwani Petrotech,"PUN_IOC_Sukhwani Petrotech,PimpriChinchwad",IOCL,Pimpri Colony,Pune,Maharashtra,West,18.611606,73.79911
WMQISXM1V1-01178,Sukhwani Petrotech,"PUN_IOC_Sukhwani Petrotech,PimpriChinchwad",IOCL,Pimpri Colony,Pune,Maharashtra,West,18.611606,73.79911
WMQISXM1V1-00839,"Gowthami Nagar, Vanasthalipuram - 4 QIS","HYD_PVT_Hub_Gowthami nagar,Vanasthalipuram",Hub-Private,Vansathalipuram,Hyderabad,Telangana,South,17.325824,78.574248
WMQISXM1V1-00840,"Gowthami Nagar, Vanasthalipuram - 4 QIS","HYD_PVT_Hub_Gowthami nagar,Vanasthalipuram",Hub-Private,Vansathalipuram,Hyderabad,Telangana,South,17.325824,78.574248
WMQISXM1V1-00871,"Gowthami Nagar, Vanasthalipuram - 4 QIS","HYD_PVT_Hub_Gowthami nagar,Vanasthalipuram",Hub-Private,Vansathalipuram,Hyderabad,Telangana,South,17.325824,78.574248
WMQISXM1V1-00874,"Gowthami Nagar, Vanasthalipuram - 4 QIS","HYD_PVT_Hub_Gowthami nagar,Vanasthalipuram",Hub-Private,Vansathalipuram,Hyderabad,Telangana,South,17.325824,78.574248
WMQISXM1V1-00831,"Nakkalagutta, Warangal_4 QIS",,Hub-Private,Warangal,Warangal,Telangana,South,17.997923,79.552675
WMQISXM1V1-00834,"Nakkalagutta, Warangal_4 QIS",,Hub-Private,Warangal,Warangal,Telangana,South,17.997923,79.552675
WMQISXM1V1-01154,"Nakkalagutta, Warangal_4 QIS",,Hub-Private,Warangal,Warangal,Telangana,South,17.997923,79.552675
WMQISXM1V1-01155,"Nakkalagutta, Warangal_4 QIS",,Hub-Private,Warangal,Warangal,Telangana,South,17.997923,79.552675
WMQISXM1V1-01179,Tadiwala Road,"PUN_PVT_Tadiwala Road,PuneJunction",Hub-Private,Tadiwala Road,Pune,Maharastra,West,18.533382,73.874147
WMQISXM1V1-01180,Tadiwala Road,"PUN_PVT_Tadiwala Road,PuneJunction",Hub-Private,Tadiwala Road,Pune,Maharastra,West,18.533382,73.874147
WMQISXM1V1-00318,Marathahalli_Pvt_8 QIS,BLR_PVT_Hub_ Marathahalli_Hub,Hub-Private,Marathahalli,Bengaluru,Karnataka,South,12.955365,77.702537
WMQISXM1V1-00883,Marathahalli_Pvt_8 QIS,BLR_PVT_Hub_ Marathahalli_Hub,Hub-Private,Marathahalli,Bengaluru,Karnataka,South,12.955365,77.702537
WMQISXM1V1-00884,Marathahalli_Pvt_8 QIS,BLR_PVT_Hub_ Marathahalli_Hub,Hub-Private,Marathahalli,Bengaluru,Karnataka,South,12.955365,77.702537
WMQISXM1V1-00885,Marathahalli_Pvt_8 QIS,BLR_PVT_Hub_ Marathahalli_Hub,Hub-Private,Marathahalli,Bengaluru,Karnataka,South,12.955365,77.702537
WMQISXM1V1-01166,Marathahalli_Pvt_8 QIS,BLR_PVT_Hub_ Marathahalli_Hub,Hub-Private,Marathahalli,Bengaluru,Karnataka,South,12.955365,77.702537
WMQISXM1V1-01167,Marathahalli_Pvt_8 QIS,BLR_PVT_Hub_ Marathahalli_Hub,Hub-Private,Marathahalli,Bengaluru,Karnataka,South,12.955365,77.702537
WMQISXM1V1-01168,Marathahalli_Pvt_8 QIS,BLR_PVT_Hub_ Marathahalli_Hub,Hub-Private,Marathahalli,Bengaluru,Karnataka,South,12.955365,77.702537
WMQISXM1V1-01170,Marathahalli_Pvt_8 QIS,BLR_PVT_Hub_ Marathahalli_Hub,Hub-Private,Marathahalli,Bengaluru,Karnataka,South,12.955365,77.702537
WMQISXM1V1-01145,JP Nagar_Pvt_3,"BLR_PVT_Hub_Puttenahalli,JP Nagar",Hub-Private,JP nagar,Bengaluru,Karnataka,South,12.89321982,77.58404202
WMQISXM1V1-01147,JP Nagar_Pvt_4,"BLR_PVT_Hub_Puttenahalli,JP Nagar",Hub-Private,JP nagar,Bengaluru,Karnataka,South,12.89321982,77.58404202
WMQISXM1V1-01148,JP Nagar_Pvt_5,"BLR_PVT_Hub_Puttenahalli,JP Nagar",Hub-Private,JP nagar,Bengaluru,Karnataka,South,12.89321982,77.58404202
WMQISXM1V1-01152,JP Nagar_Pvt_6,"BLR_PVT_Hub_Puttenahalli,JP Nagar",Hub-Private,JP nagar,Bengaluru,Karnataka,South,12.89321982,77.58404202
WMQISXM1V1-01187,BESCOM Corporate Office - W4 Sub Division_2 QIS,"BLR_BESM_BESCOMCorporate Offce,KRCircle",BESCOM,KR circle,Bengaluru,Karnataka,South,12.98244076,77.57533608
WMQISXM1V1-01190,BESCOM Corporate Office - W-4 Sub Division 2 QIS,"BLR_BESM_BESCOMCorporate Offce,KRCircle",BESCOM,KR circle,Bengaluru,Karnataka,South,12.98244076,77.57533608
WMQISXM1V1-01137,Tatagrid-Delhi-Azadpur 3,"DEL_TPO_Near Adarsh Nagar, Azadpur",Tata Power,Azadpur,Delhi,Delhi,North,28.71153,77.17546
WMQISXM1V1-01138,Tatagrid-Delhi-Azadpur 4,"DEL_TPO_Near Adarsh Nagar, Azadpur",Tata Power,Azadpur,Delhi,Delhi,North,28.71153,77.17546
WMQISXM1V1-00043,BLR_COCO_SARJAPUR_6 QIS,BLR_PVT_Hub_Mullur Sarjapur,Hub-Private,Sarajapur,Bengaluru,Karnataka,South,12.901502,77.724884
WMQISXM1V1-00608,BLR_COCO_SARJAPUR_6 QIS,BLR_PVT_Hub_Mullur Sarjapur,Hub-Private,Sarajapur,Bengaluru,Karnataka,South,12.901502,77.724884
WMQISXM1V1-01185,BLR_COCO_SARJAPUR_6 QIS,BLR_PVT_Hub_Mullur Sarjapur,Hub-Private,Sarajapur,Bengaluru,Karnataka,South,12.901502,77.724884
WMQISXM1V1-01186,BLR_COCO_SARJAPUR_6 QIS,BLR_PVT_Hub_Mullur Sarjapur,Hub-Private,Sarajapur,Bengaluru,Karnataka,South,12.901502,77.724884
WMQISXM1V1-01188,BLR_COCO_SARJAPUR_6 QIS,BLR_PVT_Hub_Mullur Sarjapur,Hub-Private,Sarajapur,Bengaluru,Karnataka,South,12.901502,77.724884
WMQISXM1V1-02018,BLR_COCO_SARJAPUR_6 QIS,BLR_PVT_Hub_Mullur Sarjapur,Hub-Private,Sarajapur,Bengaluru,Karnataka,South,12.901502,77.724884
WMQISXM1V1-01118,Mansarover Park 1,DEL_BYPL_Mansarover Park,BYPL,Mansarover Park ,Delhi,Delhi,North,28.67514,77.303342
WMQISXM1V1-01119,Mansarover Park 2,DEL_BYPL_Mansarover Park,BYPL,Mansarover Park ,Delhi,Delhi,North,28.67514,77.303342
WMQISXM1V1-01120,Mansarover Park 3,DEL_BYPL_Mansarover Park,BYPL,Mansarover Park ,Delhi,Delhi,North,28.67514,77.303342
WMQISXM1V1-01183,Govind Gupta 1,"GZB_FRN_Sihani Kala,Noor Nagar",Franchise,Noor Nagar,Ghaziabad,UP,North,28.690672,77.415784
WMQISXM1V1-01184,Govind Gupta 2,"GZB_FRN_Sihani Kala,Noor Nagar",Franchise,Noor Nagar,Ghaziabad,UP,North,28.690672,77.415784
WMQISXM1V1-01101,Bilal Khan 1,"JPR_FRN_Khatipura Road,Hasanpura",Franchise,NBC,Jaipur,Rajasthan,North,26.916909,75.779546
WMQISXM1V1-01102,Bilal Khan 2,"JPR_FRN_Khatipura Road,Hasanpura",Franchise,NBC,Jaipur,Rajasthan,North,26.916909,75.779546
WMQISXM1V1-01110,Bilal Khan 3,"JPR_FRN_Khatipura Road,Hasanpura",Franchise,NBC,Jaipur,Rajasthan,North,26.916909,75.779546
WMQISXM1V1-01181,Narayana Vihar 1,"DEL_BRP_DDA market,NarayanVihar",BRPL,Narayana Vihar,Delhi,Delhi,North,28.62525,77.14293
WMQISXM1V1-01182,Narayana Vihar 2,"DEL_BRP_DDA market,NarayanVihar",BRPL,Narayana Vihar,Delhi,Delhi,North,28.62525,77.14293
WMQISXM1V1-01189,COCO_Avalahalli,"BLR_PVT_Hub_Medhalli,KR Puram",Hub-Private,Medahalli,Bengaluru,Karnataka,South,13.02615,77.7180232
WMQISXM1V1-01192,COCO_Avalahalli,"BLR_PVT_Hub_Medhalli,KR Puram",Hub-Private,Medahalli,Bengaluru,Karnataka,South,13.02615,77.7180232
WMQISXM1V1-01194,COCO_Avalahalli,"BLR_PVT_Hub_Medhalli,KR Puram",Hub-Private,Medahalli,Bengaluru,Karnataka,South,13.02615,77.7180232
WMQISXM1V1-01197,COCO_Avalahalli,"BLR_PVT_Hub_Medhalli,KR Puram",Hub-Private,Medahalli,Bengaluru,Karnataka,South,13.02615,77.7180232
WMQISXM1V1-01198,COCO_Avalahalli,"BLR_PVT_Hub_Medhalli,KR Puram",Hub-Private,Medahalli,Bengaluru,Karnataka,South,13.02615,77.7180232
WMQISXM1V1-01200,COCO_Avalahalli,"BLR_PVT_Hub_Medhalli,KR Puram",Hub-Private,Medahalli,Bengaluru,Karnataka,South,13.02615,77.7180232
WMQISXM1V1-01201,COCO_Avalahalli,"BLR_PVT_Hub_Medhalli,KR Puram",Hub-Private,Medahalli,Bengaluru,Karnataka,South,13.02615,77.7180232
WMQISXM1V1-01202,COCO_Avalahalli,"BLR_PVT_Hub_Medhalli,KR Puram",Hub-Private,Medahalli,Bengaluru,Karnataka,South,13.02615,77.7180232
WMQISXM1V1-01125,Ranju Jain 1,"JPR_FRN_Ranju Jain,VKI Rode",Franchise,Sikar Road,Jaipur,Rajasthan,North,27.0001044,75.770786
WMQISXM1V1-01124,Ranju Jain 2,"JPR_FRN_Ranju Jain,VKI Rode",Franchise,Sikar Road,Jaipur,Rajasthan,North,27.0001044,75.770786
WMQISXM1V1-02021,Electronic City- GS Palya,"BLR_PVT_Hub_Electronic City,GSPalya",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.853097,77.67448
WMQISXM1V1-01121,Gomes Industrial Estate,"MUM_PVT_Hub_GomesIndstial Area,Sakinaka",Hub-Private,SakiNaka (Andheri),Mumbai,Maharastra,West,19.10177152,72.88200704
WMQISXM1V1-01122,Gomes Industrial Estate,"MUM_PVT_Hub_GomesIndstial Area,Sakinaka",Hub-Private,SakiNaka (Andheri),Mumbai,Maharastra,West,19.10177152,72.88200704
WMQISXM1V1-01123,Gomes Industrial Estate,"MUM_PVT_Hub_GomesIndstial Area,Sakinaka",Hub-Private,SakiNaka (Andheri),Mumbai,Maharastra,West,19.10177152,72.88200704
WMQISXM1V1-01132,Gomes Industrial Estate,"MUM_PVT_Hub_GomesIndstial Area,Sakinaka",Hub-Private,SakiNaka (Andheri),Mumbai,Maharastra,West,19.10177152,72.88200704
WMQISXM1V1-01195,Shivajinagar - E9 sub division Nagawara_2 QIS,"BLR_BESM_E9BESCOM SUBDIVISION,Nagawara",BESCOM,Nagawara,Bengaluru,Karnataka,South,13.03847,77.62581
WMQISXM1V1-01208,Shivajinagar - E9 sub division Nagawara_2 QIS,"BLR_BESM_E9BESCOM SUBDIVISION,Nagawara",BESCOM,Nagawara,Bengaluru,Karnataka,South,13.03847,77.62581
WMQISXM1V1-00024,Arekere_Pvt_6 QIS,"BLR_PVT_Hub_Brigade MilleniumRd,Arekere",Hub-Private,Arekere,Bengaluru,Karnataka,South,12.89164969,77.5917717
WMQISXM1V1-00075,Arekere_Pvt_6 QIS,"BLR_PVT_Hub_Brigade MilleniumRd,Arekere",Hub-Private,Arekere,Bengaluru,Karnataka,South,12.89164969,77.5917717
WMQISXM1V1-01203,Arekere_Pvt_6 QIS,"BLR_PVT_Hub_Brigade MilleniumRd,Arekere",Hub-Private,Arekere,Bengaluru,Karnataka,South,12.89164969,77.5917717
WMQISXM1V1-01204,Arekere_Pvt_6 QIS,"BLR_PVT_Hub_Brigade MilleniumRd,Arekere",Hub-Private,Arekere,Bengaluru,Karnataka,South,12.89164969,77.5917717
WMQISXM1V1-01206,Arekere_Pvt_6 QIS,"BLR_PVT_Hub_Brigade MilleniumRd,Arekere",Hub-Private,Arekere,Bengaluru,Karnataka,South,12.89164969,77.5917717
WMQISXM1V1-01092,JumpStart Manimajra 1,"CDG_PVT_Hub_Shanti Nagar,ManimajraRd",Hub-Private,Mani Majra,Chandigarh,Chandigarh,North,30.71972,76.83389
WMQISXM1V1-01094,JumpStart Manimajra 2,"CDG_PVT_Hub_Shanti Nagar,ManimajraRd",Hub-Private,Mani Majra,Chandigarh,Chandigarh,North,30.71972,76.83389
WMQISXM1V1-01106,JumpStart Manimajra 3,"CDG_PVT_Hub_Shanti Nagar,ManimajraRd",Hub-Private,Mani Majra,Chandigarh,Chandigarh,North,30.71972,76.83389
